  0.28388E+00  0.15425E-02  0.59062E-01
  0.29266E+00  0.16398E-02  0.60875E-01
  0.30145E+00  0.17401E-02  0.62687E-01
  0.31023E+00  0.18434E-02  0.64500E-01
  0.31902E+00  0.19496E-02  0.66313E-01
  0.32781E+00  0.20588E-02  0.68125E-01
  0.33661E+00  0.21710E-02  0.69937E-01
  0.34541E+00  0.22862E-02  0.71750E-01
  0.35422E+00  0.24046E-02  0.73563E-01
  0.36303E+00  0.25262E-02  0.75375E-01
  0.37184E+00  0.26510E-02  0.77188E-01
  0.38066E+00  0.27792E-02  0.79000E-01
  0.38948E+00  0.29108E-02  0.80812E-01
  0.39830E+00  0.30460E-02  0.82625E-01
  0.40713E+00  0.31850E-02  0.84437E-01
  0.41596E+00  0.33278E-02  0.86250E-01
  0.42479E+00  0.34747E-02  0.88063E-01
  0.43363E+00  0.36257E-02  0.89875E-01
  0.44247E+00  0.37811E-02  0.91688E-01
  0.45132E+00  0.39412E-02  0.93500E-01
  0.46017E+00  0.41060E-02  0.95312E-01
  0.46902E+00  0.42758E-02  0.97125E-01
  0.47788E+00  0.44509E-02  0.98938E-01
  0.48674E+00  0.46315E-02  0.10075E+00
  0.49561E+00  0.48178E-02  0.10256E+00
  0.50447E+00  0.50102E-02  0.10437E+00
  0.51335E+00  0.52089E-02  0.10619E+00
  0.52222E+00  0.54142E-02  0.10800E+00
  0.53110E+00  0.56264E-02  0.10981E+00
  0.53999E+00  0.58458E-02  0.11163E+00
  0.54888E+00  0.60700E-02  0.11344E+00
  0.55778E+00  0.62991E-02  0.11525E+00
  0.56669E+00  0.65348E-02  0.11706E+00
  0.57560E+00  0.67779E-02  0.11887E+00
  0.58452E+00  0.70289E-02  0.12069E+00
  0.59344E+00  0.72884E-02  0.12250E+00
  0.60237E+00  0.75568E-02  0.12431E+00
  0.61130E+00  0.78347E-02  0.12613E+00
  0.62024E+00  0.81225E-02  0.12794E+00
  0.62919E+00  0.84206E-02  0.12975E+00
  0.63814E+00  0.87294E-02  0.13156E+00
  0.64709E+00  0.90495E-02  0.13338E+00
  0.65605E+00  0.93813E-02  0.13519E+00
  0.66502E+00  0.97252E-02  0.13700E+00
  0.67399E+00  0.10082E-01  0.13881E+00
  0.68297E+00  0.10451E-01  0.14062E+00
  0.69196E+00  0.10834E-01  0.14244E+00
  0.70095E+00  0.11231E-01  0.14425E+00
  0.70994E+00  0.11642E-01  0.14606E+00
  0.71895E+00  0.12068E-01  0.14788E+00
  0.72796E+00  0.12509E-01  0.14969E+00
  0.73697E+00  0.12966E-01  0.15150E+00
  0.74599E+00  0.13440E-01  0.15331E+00
  0.75502E+00  0.13930E-01  0.15513E+00
  0.76406E+00  0.14437E-01  0.15694E+00
  0.77310E+00  0.14961E-01  0.15875E+00
  0.78215E+00  0.15504E-01  0.16056E+00
  0.79121E+00  0.16065E-01  0.16237E+00
  0.80027E+00  0.16646E-01  0.16419E+00
  0.80934E+00  0.17245E-01  0.16600E+00
  0.81842E+00  0.17865E-01  0.16781E+00
  0.82751E+00  0.18505E-01  0.16963E+00
  0.83660E+00  0.19166E-01  0.17144E+00
  0.84570E+00  0.19848E-01  0.17325E+00
  0.85481E+00  0.20552E-01  0.17506E+00
  0.86393E+00  0.21279E-01  0.17688E+00
  0.87306E+00  0.22028E-01  0.17869E+00
  0.88220E+00  0.22800E-01  0.18050E+00
  0.89134E+00  0.23595E-01  0.18231E+00
  0.90049E+00  0.24415E-01  0.18413E+00
  0.90966E+00  0.25260E-01  0.18594E+00
  0.91883E+00  0.26129E-01  0.18775E+00
  0.92801E+00  0.27024E-01  0.18956E+00
  0.93720E+00  0.27944E-01  0.19138E+00
  0.94640E+00  0.28891E-01  0.19319E+00
  0.95561E+00  0.29865E-01  0.19500E+00
  0.96484E+00  0.30866E-01  0.19681E+00
  0.97407E+00  0.31894E-01  0.19863E+00
  0.98331E+00  0.32951E-01  0.20044E+00
  0.99256E+00  0.34036E-01  0.20225E+00
  0.10018E+01  0.35149E-01  0.20406E+00
  0.10111E+01  0.36292E-01  0.20588E+00
  0.10204E+01  0.37465E-01  0.20769E+00
  0.10297E+01  0.38668E-01  0.20950E+00
  0.10390E+01  0.39901E-01  0.21131E+00
  0.10483E+01  0.41165E-01  0.21312E+00
  0.10576E+01  0.42461E-01  0.21494E+00
  0.10670E+01  0.43788E-01  0.21675E+00
  0.10763E+01  0.45147E-01  0.21856E+00
  0.10857E+01  0.46538E-01  0.22038E+00
  0.10951E+01  0.47962E-01  0.22219E+00
  0.11045E+01  0.49419E-01  0.22400E+00
  0.11139E+01  0.50910E-01  0.22581E+00
  0.11233E+01  0.52434E-01  0.22763E+00
  0.11327E+01  0.53993E-01  0.22944E+00
  0.11422E+01  0.55586E-01  0.23125E+00
  0.11516E+01  0.57214E-01  0.23306E+00
  0.11611E+01  0.58877E-01  0.23488E+00
  0.11706E+01  0.60575E-01  0.23669E+00
  0.11801E+01  0.62309E-01  0.23850E+00
  0.11896E+01  0.64079E-01  0.24031E+00
  0.11991E+01  0.65885E-01  0.24213E+00
  0.12087E+01  0.67728E-01  0.24394E+00
  0.12183E+01  0.69608E-01  0.24575E+00
  0.12278E+01  0.71525E-01  0.24756E+00
  0.12374E+01  0.73479E-01  0.24937E+00
  0.12470E+01  0.75471E-01  0.25119E+00
  0.12566E+01  0.77501E-01  0.25300E+00
  0.12663E+01  0.79570E-01  0.25481E+00
  0.12759E+01  0.81676E-01  0.25662E+00
  0.12856E+01  0.83821E-01  0.25844E+00
  0.12953E+01  0.86005E-01  0.26025E+00
  0.13050E+01  0.88228E-01  0.26206E+00
  0.13147E+01  0.90491E-01  0.26387E+00
  0.13244E+01  0.92793E-01  0.26569E+00
  0.13342E+01  0.95134E-01  0.26750E+00
  0.13439E+01  0.97516E-01  0.26931E+00
  0.13537E+01  0.99937E-01  0.27113E+00
  0.13635E+01  0.10240E+00  0.27294E+00
  0.13733E+01  0.10490E+00  0.27475E+00
  0.13832E+01  0.10744E+00  0.27656E+00
  0.13930E+01  0.11003E+00  0.27837E+00
  0.14029E+01  0.11265E+00  0.28019E+00
  0.14128E+01  0.11532E+00  0.28200E+00
  0.14227E+01  0.11802E+00  0.28381E+00
  0.14326E+01  0.12077E+00  0.28563E+00
  0.14425E+01  0.12356E+00  0.28744E+00
  0.14525E+01  0.12639E+00  0.28925E+00
  0.14625E+01  0.12926E+00  0.29106E+00
  0.14725E+01  0.13218E+00  0.29287E+00
  0.14825E+01  0.13514E+00  0.29469E+00
  0.14925E+01  0.13813E+00  0.29650E+00
  0.15026E+01  0.14117E+00  0.29831E+00
  0.15126E+01  0.14426E+00  0.30012E+00
  0.15227E+01  0.14738E+00  0.30194E+00
  0.15328E+01  0.15055E+00  0.30375E+00
  0.15430E+01  0.15376E+00  0.30556E+00
  0.15531E+01  0.15701E+00  0.30737E+00
  0.15633E+01  0.16031E+00  0.30919E+00
  0.15735E+01  0.16364E+00  0.31100E+00
  0.15837E+01  0.16702E+00  0.31281E+00
  0.15939E+01  0.17045E+00  0.31462E+00
  0.16042E+01  0.17391E+00  0.31644E+00
  0.16145E+01  0.17742E+00  0.31825E+00
  0.16247E+01  0.18097E+00  0.32006E+00
  0.16351E+01  0.18457E+00  0.32188E+00
  0.16454E+01  0.18820E+00  0.32369E+00
  0.16557E+01  0.19188E+00  0.32550E+00
  0.16661E+01  0.19561E+00  0.32731E+00
  0.16765E+01  0.19937E+00  0.32913E+00
  0.16869E+01  0.20318E+00  0.33094E+00
  0.16974E+01  0.20704E+00  0.33275E+00
  0.17078E+01  0.21093E+00  0.33456E+00
  0.17183E+01  0.21487E+00  0.33638E+00
  0.17288E+01  0.21885E+00  0.33819E+00
  0.17394E+01  0.22288E+00  0.34000E+00
  0.17499E+01  0.22694E+00  0.34181E+00
  0.17605E+01  0.23105E+00  0.34362E+00
  0.17711E+01  0.23521E+00  0.34544E+00
  0.17817E+01  0.23940E+00  0.34725E+00
  0.17923E+01  0.24364E+00  0.34906E+00
  0.18030E+01  0.24792E+00  0.35087E+00
  0.18137E+01  0.25225E+00  0.35269E+00
  0.18244E+01  0.25662E+00  0.35450E+00
  0.18351E+01  0.26103E+00  0.35631E+00
  0.18459E+01  0.26548E+00  0.35812E+00
  0.18566E+01  0.26998E+00  0.35994E+00
  0.18674E+01  0.27452E+00  0.36175E+00
  0.18783E+01  0.27910E+00  0.36356E+00
  0.18891E+01  0.28373E+00  0.36538E+00
  0.19000E+01  0.28839E+00  0.36719E+00
  0.19109E+01  0.29311E+00  0.36900E+00
  0.19218E+01  0.29786E+00  0.37081E+00
  0.19327E+01  0.30265E+00  0.37263E+00
  0.19437E+01  0.30749E+00  0.37444E+00
  0.19547E+01  0.31237E+00  0.37625E+00
  0.19657E+01  0.31729E+00  0.37806E+00
  0.19767E+01  0.32226E+00  0.37988E+00
  0.19878E+01  0.32727E+00  0.38169E+00
  0.19989E+01  0.33232E+00  0.38350E+00
  0.20100E+01  0.33741E+00  0.38531E+00
  0.20211E+01  0.34254E+00  0.38712E+00
  0.20323E+01  0.34772E+00  0.38894E+00
  0.20435E+01  0.35294E+00  0.39075E+00
  0.20547E+01  0.35820E+00  0.39256E+00
  0.20659E+01  0.36350E+00  0.39437E+00
  0.20771E+01  0.36884E+00  0.39619E+00
  0.20884E+01  0.37423E+00  0.39800E+00
  0.20997E+01  0.37966E+00  0.39981E+00
  0.21111E+01  0.38512E+00  0.40163E+00
  0.21224E+01  0.39064E+00  0.40344E+00
  0.21338E+01  0.39619E+00  0.40525E+00
  0.21452E+01  0.40178E+00  0.40706E+00
  0.21566E+01  0.40742E+00  0.40887E+00
  0.21681E+01  0.41309E+00  0.41069E+00
  0.21796E+01  0.41881E+00  0.41250E+00
  0.21911E+01  0.42457E+00  0.41431E+00
  0.22026E+01  0.43037E+00  0.41613E+00
  0.22142E+01  0.43621E+00  0.41794E+00
  0.22257E+01  0.44209E+00  0.41975E+00
  0.22374E+01  0.44801E+00  0.42156E+00
  0.22490E+01  0.45397E+00  0.42338E+00
  0.22607E+01  0.45998E+00  0.42519E+00
  0.22723E+01  0.46602E+00  0.42700E+00
  0.22841E+01  0.47211E+00  0.42881E+00
  0.22958E+01  0.47823E+00  0.43063E+00
  0.23076E+01  0.48440E+00  0.43244E+00
  0.23193E+01  0.49061E+00  0.43425E+00
  0.23312E+01  0.49685E+00  0.43606E+00
  0.23430E+01  0.50314E+00  0.43788E+00
  0.23549E+01  0.50947E+00  0.43969E+00
  0.23668E+01  0.51583E+00  0.44150E+00
  0.23787E+01  0.52224E+00  0.44331E+00
  0.23906E+01  0.52869E+00  0.44512E+00
  0.24026E+01  0.53517E+00  0.44694E+00
  0.24146E+01  0.54170E+00  0.44875E+00
  0.24266E+01  0.54827E+00  0.45056E+00
  0.24387E+01  0.55487E+00  0.45238E+00
  0.24508E+01  0.56152E+00  0.45419E+00
  0.24629E+01  0.56820E+00  0.45600E+00
  0.24750E+01  0.57493E+00  0.45781E+00
  0.24872E+01  0.58169E+00  0.45963E+00
  0.24994E+01  0.58849E+00  0.46144E+00
  0.25116E+01  0.59533E+00  0.46325E+00
  0.25238E+01  0.60221E+00  0.46506E+00
  0.25361E+01  0.60913E+00  0.46688E+00
  0.25484E+01  0.61609E+00  0.46869E+00
  0.25607E+01  0.62309E+00  0.47050E+00
  0.25731E+01  0.63013E+00  0.47231E+00
  0.25855E+01  0.63720E+00  0.47413E+00
  0.25979E+01  0.64432E+00  0.47594E+00
  0.26103E+01  0.65147E+00  0.47775E+00
  0.26228E+01  0.65866E+00  0.47956E+00
  0.26352E+01  0.66589E+00  0.48137E+00
  0.26478E+01  0.67316E+00  0.48319E+00
  0.26603E+01  0.68046E+00  0.48500E+00
  0.26729E+01  0.68781E+00  0.48681E+00
  0.26855E+01  0.69519E+00  0.48863E+00
  0.26981E+01  0.70261E+00  0.49044E+00
  0.27108E+01  0.71007E+00  0.49225E+00
  0.27234E+01  0.71757E+00  0.49406E+00
  0.27361E+01  0.72510E+00  0.49588E+00
  0.27489E+01  0.73267E+00  0.49769E+00
  0.27616E+01  0.74028E+00  0.49950E+00
  0.27744E+01  0.74793E+00  0.50131E+00
  0.27873E+01  0.75562E+00  0.50313E+00
  0.28001E+01  0.76334E+00  0.50494E+00
  0.28130E+01  0.77110E+00  0.50675E+00
  0.28259E+01  0.77890E+00  0.50856E+00
  0.28388E+01  0.78673E+00  0.51038E+00
  0.28518E+01  0.79460E+00  0.51219E+00
  0.28648E+01  0.80251E+00  0.51400E+00
  0.28778E+01  0.81046E+00  0.51581E+00
  0.28908E+01  0.81844E+00  0.51763E+00
  0.29039E+01  0.82646E+00  0.51944E+00
  0.29170E+01  0.83452E+00  0.52125E+00
  0.29301E+01  0.84261E+00  0.52306E+00
  0.29433E+01  0.85074E+00  0.52487E+00
  0.29565E+01  0.85891E+00  0.52669E+00
  0.29697E+01  0.86712E+00  0.52850E+00
  0.29829E+01  0.87536E+00  0.53031E+00
  0.29962E+01  0.88363E+00  0.53213E+00
  0.30095E+01  0.89195E+00  0.53394E+00
  0.30228E+01  0.90030E+00  0.53575E+00
  0.30362E+01  0.90868E+00  0.53756E+00
  0.30495E+01  0.91711E+00  0.53938E+00
  0.30630E+01  0.92557E+00  0.54119E+00
  0.30764E+01  0.93406E+00  0.54300E+00
  0.30899E+01  0.94259E+00  0.54481E+00
  0.31034E+01  0.95116E+00  0.54663E+00
  0.31169E+01  0.95976E+00  0.54844E+00
  0.31304E+01  0.96840E+00  0.55025E+00
  0.31440E+01  0.97708E+00  0.55206E+00
  0.31576E+01  0.98579E+00  0.55388E+00
  0.31713E+01  0.99454E+00  0.55569E+00
  0.31849E+01  0.10033E+01  0.55750E+00
  0.31986E+01  0.10121E+01  0.55931E+00
  0.32124E+01  0.10210E+01  0.56113E+00
  0.32261E+01  0.10299E+01  0.56294E+00
  0.32399E+01  0.10388E+01  0.56475E+00
  0.32537E+01  0.10478E+01  0.56656E+00
  0.32676E+01  0.10568E+01  0.56838E+00
  0.32814E+01  0.10658E+01  0.57019E+00
  0.32953E+01  0.10749E+01  0.57200E+00
  0.33093E+01  0.10840E+01  0.57381E+00
  0.33232E+01  0.10931E+01  0.57563E+00
  0.33372E+01  0.11023E+01  0.57744E+00
  0.33512E+01  0.11115E+01  0.57925E+00
  0.33653E+01  0.11207E+01  0.58106E+00
  0.33793E+01  0.11300E+01  0.58288E+00
  0.33934E+01  0.11393E+01  0.58469E+00
  0.34076E+01  0.11486E+01  0.58650E+00
  0.34217E+01  0.11580E+01  0.58831E+00
  0.34359E+01  0.11674E+01  0.59013E+00
  0.34501E+01  0.11769E+01  0.59194E+00
  0.34644E+01  0.11864E+01  0.59375E+00
  0.34787E+01  0.11959E+01  0.59556E+00
  0.34930E+01  0.12055E+01  0.59738E+00
  0.35073E+01  0.12150E+01  0.59919E+00
  0.35217E+01  0.12247E+01  0.60100E+00
  0.35361E+01  0.12343E+01  0.60281E+00
  0.35505E+01  0.12440E+01  0.60463E+00
  0.35649E+01  0.12537E+01  0.60644E+00
  0.35794E+01  0.12635E+01  0.60825E+00
  0.35939E+01  0.12733E+01  0.61006E+00
  0.36085E+01  0.12831E+01  0.61188E+00
  0.36230E+01  0.12930E+01  0.61369E+00
  0.36376E+01  0.13029E+01  0.61550E+00
  0.36522E+01  0.13128E+01  0.61731E+00
  0.36669E+01  0.13228E+01  0.61913E+00
  0.36816E+01  0.13328E+01  0.62094E+00
  0.36963E+01  0.13428E+01  0.62275E+00
  0.37110E+01  0.13529E+01  0.62456E+00
  0.37258E+01  0.13630E+01  0.62638E+00
  0.37406E+01  0.13731E+01  0.62819E+00
  0.37555E+01  0.13833E+01  0.63000E+00
  0.37703E+01  0.13935E+01  0.63181E+00
  0.37852E+01  0.14037E+01  0.63363E+00
  0.38001E+01  0.14140E+01  0.63544E+00
  0.38151E+01  0.14243E+01  0.63725E+00
  0.38301E+01  0.14346E+01  0.63906E+00
  0.38451E+01  0.14450E+01  0.64088E+00
  0.38601E+01  0.14554E+01  0.64269E+00
  0.38752E+01  0.14658E+01  0.64450E+00
  0.38903E+01  0.14763E+01  0.64631E+00
  0.39054E+01  0.14868E+01  0.64813E+00
  0.39205E+01  0.14973E+01  0.64994E+00
  0.39357E+01  0.15079E+01  0.65175E+00
  0.39509E+01  0.15185E+01  0.65356E+00
  0.39662E+01  0.15292E+01  0.65538E+00
  0.39815E+01  0.15398E+01  0.65719E+00
  0.39968E+01  0.15505E+01  0.65900E+00
  0.40121E+01  0.15613E+01  0.66081E+00
  0.40275E+01  0.15720E+01  0.66263E+00
  0.40429E+01  0.15828E+01  0.66444E+00
  0.40583E+01  0.15937E+01  0.66625E+00
  0.40737E+01  0.16045E+01  0.66806E+00
  0.40892E+01  0.16154E+01  0.66988E+00
  0.41047E+01  0.16264E+01  0.67169E+00
  0.41203E+01  0.16373E+01  0.67350E+00
  0.41358E+01  0.16483E+01  0.67531E+00
  0.41514E+01  0.16594E+01  0.67713E+00
  0.41670E+01  0.16704E+01  0.67894E+00
  0.41827E+01  0.16815E+01  0.68075E+00
  0.41984E+01  0.16927E+01  0.68256E+00
  0.42141E+01  0.17038E+01  0.68438E+00
  0.42299E+01  0.17150E+01  0.68619E+00
  0.42456E+01  0.17262E+01  0.68800E+00
  0.42614E+01  0.17375E+01  0.68981E+00
  0.42773E+01  0.17488E+01  0.69163E+00
  0.42931E+01  0.17601E+01  0.69344E+00
  0.43090E+01  0.17715E+01  0.69525E+00
  0.43250E+01  0.17829E+01  0.69706E+00
  0.43409E+01  0.17943E+01  0.69888E+00
  0.43569E+01  0.18057E+01  0.70069E+00
  0.43729E+01  0.18172E+01  0.70250E+00
  0.43890E+01  0.18287E+01  0.70431E+00
  0.44050E+01  0.18403E+01  0.70613E+00
  0.44211E+01  0.18519E+01  0.70794E+00
  0.44373E+01  0.18635E+01  0.70975E+00
  0.44534E+01  0.18751E+01  0.71156E+00
  0.44696E+01  0.18868E+01  0.71337E+00
  0.44859E+01  0.18985E+01  0.71519E+00
  0.45021E+01  0.19103E+01  0.71700E+00
  0.45184E+01  0.19221E+01  0.71881E+00
  0.45347E+01  0.19339E+01  0.72063E+00
  0.45510E+01  0.19457E+01  0.72244E+00
  0.45674E+01  0.19576E+01  0.72425E+00
  0.45838E+01  0.19695E+01  0.72606E+00
  0.46003E+01  0.19814E+01  0.72788E+00
  0.46167E+01  0.19934E+01  0.72969E+00
  0.46332E+01  0.20054E+01  0.73150E+00
  0.46497E+01  0.20174E+01  0.73331E+00
  0.46663E+01  0.20295E+01  0.73513E+00
  0.46829E+01  0.20416E+01  0.73694E+00
  0.46995E+01  0.20537E+01  0.73875E+00
  0.47161E+01  0.20659E+01  0.74056E+00
  0.47328E+01  0.20781E+01  0.74238E+00
  0.47495E+01  0.20903E+01  0.74419E+00
  0.47662E+01  0.21025E+01  0.74600E+00
  0.47830E+01  0.21148E+01  0.74781E+00
  0.47998E+01  0.21271E+01  0.74962E+00
  0.48166E+01  0.21395E+01  0.75144E+00
  0.48334E+01  0.21519E+01  0.75325E+00
  0.48503E+01  0.21643E+01  0.75506E+00
  0.48672E+01  0.21767E+01  0.75688E+00
  0.48841E+01  0.21892E+01  0.75869E+00
  0.49011E+01  0.22017E+01  0.76050E+00
  0.49181E+01  0.22142E+01  0.76231E+00
  0.49351E+01  0.22268E+01  0.76413E+00
  0.49522E+01  0.22394E+01  0.76594E+00
  0.49693E+01  0.22520E+01  0.76775E+00
  0.49864E+01  0.22647E+01  0.76956E+00
  0.50036E+01  0.22774E+01  0.77138E+00
  0.50207E+01  0.22901E+01  0.77319E+00
  0.50379E+01  0.23029E+01  0.77500E+00
  0.50552E+01  0.23157E+01  0.77681E+00
  0.50724E+01  0.23285E+01  0.77863E+00
  0.50897E+01  0.23413E+01  0.78044E+00
  0.51071E+01  0.23542E+01  0.78225E+00
  0.51244E+01  0.23671E+01  0.78406E+00
  0.51418E+01  0.23801E+01  0.78587E+00
  0.51592E+01  0.23931E+01  0.78769E+00
  0.51767E+01  0.24061E+01  0.78950E+00
  0.51942E+01  0.24191E+01  0.79131E+00
  0.52117E+01  0.24322E+01  0.79313E+00
  0.52292E+01  0.24453E+01  0.79494E+00
  0.52468E+01  0.24584E+01  0.79675E+00
  0.52644E+01  0.24716E+01  0.79856E+00
  0.52820E+01  0.24848E+01  0.80038E+00
  0.52997E+01  0.24980E+01  0.80219E+00
  0.53173E+01  0.25112E+01  0.80400E+00
  0.53351E+01  0.25245E+01  0.80581E+00
  0.53528E+01  0.25378E+01  0.80763E+00
  0.53706E+01  0.25512E+01  0.80944E+00
  0.53884E+01  0.25646E+01  0.81125E+00
  0.54062E+01  0.25780E+01  0.81306E+00
  0.54241E+01  0.25914E+01  0.81488E+00
  0.54420E+01  0.26049E+01  0.81669E+00
  0.54599E+01  0.26184E+01  0.81850E+00
  0.54779E+01  0.26319E+01  0.82031E+00
  0.54959E+01  0.26455E+01  0.82212E+00
  0.55139E+01  0.26591E+01  0.82394E+00
  0.55319E+01  0.26727E+01  0.82575E+00
  0.55500E+01  0.26864E+01  0.82756E+00
  0.55681E+01  0.27001E+01  0.82938E+00
  0.55862E+01  0.27138E+01  0.83119E+00
  0.56044E+01  0.27275E+01  0.83300E+00
  0.56226E+01  0.27413E+01  0.83481E+00
  0.56408E+01  0.27551E+01  0.83663E+00
  0.56591E+01  0.27690E+01  0.83844E+00
  0.56774E+01  0.27828E+01  0.84025E+00
  0.56957E+01  0.27967E+01  0.84206E+00
  0.57140E+01  0.28107E+01  0.84388E+00
  0.57324E+01  0.28246E+01  0.84569E+00
  0.57508E+01  0.28386E+01  0.84750E+00
  0.57692E+01  0.28526E+01  0.84931E+00
  0.57877E+01  0.28667E+01  0.85113E+00
  0.58062E+01  0.28808E+01  0.85294E+00
  0.58247E+01  0.28949E+01  0.85475E+00
  0.58433E+01  0.29090E+01  0.85656E+00
  0.58619E+01  0.29232E+01  0.85837E+00
  0.58805E+01  0.29374E+01  0.86019E+00
  0.58991E+01  0.29517E+01  0.86200E+00
  0.59178E+01  0.29659E+01  0.86381E+00
  0.59365E+01  0.29802E+01  0.86563E+00
  0.59553E+01  0.29946E+01  0.86744E+00
  0.59740E+01  0.30089E+01  0.86925E+00
  0.59928E+01  0.30233E+01  0.87106E+00
  0.60116E+01  0.30377E+01  0.87287E+00
  0.60305E+01  0.30522E+01  0.87469E+00
  0.60494E+01  0.30667E+01  0.87650E+00
  0.60683E+01  0.30812E+01  0.87831E+00
  0.60873E+01  0.30957E+01  0.88012E+00
  0.61062E+01  0.31103E+01  0.88194E+00
  0.61252E+01  0.31249E+01  0.88375E+00
  0.61443E+01  0.31395E+01  0.88556E+00
  0.61633E+01  0.31542E+01  0.88738E+00
  0.61824E+01  0.31689E+01  0.88919E+00
  0.62016E+01  0.31836E+01  0.89100E+00
  0.62207E+01  0.31984E+01  0.89281E+00
  0.62399E+01  0.32131E+01  0.89463E+00
  0.62591E+01  0.32280E+01  0.89644E+00
  0.62784E+01  0.32428E+01  0.89825E+00
  0.62976E+01  0.32577E+01  0.90006E+00
  0.63169E+01  0.32726E+01  0.90187E+00
  0.63363E+01  0.32875E+01  0.90369E+00
  0.63556E+01  0.33025E+01  0.90550E+00
  0.63750E+01  0.33175E+01  0.90731E+00
  0.63945E+01  0.33325E+01  0.90912E+00
  0.64139E+01  0.33476E+01  0.91094E+00
  0.64334E+01  0.33626E+01  0.91275E+00
  0.64529E+01  0.33778E+01  0.91456E+00
  0.64725E+01  0.33929E+01  0.91637E+00
  0.64920E+01  0.34081E+01  0.91819E+00
  0.65117E+01  0.34233E+01  0.92000E+00
  0.65313E+01  0.34385E+01  0.92181E+00
  0.65510E+01  0.34538E+01  0.92363E+00
  0.65707E+01  0.34691E+01  0.92544E+00
  0.65904E+01  0.34844E+01  0.92725E+00
  0.66101E+01  0.34998E+01  0.92906E+00
  0.66299E+01  0.35151E+01  0.93088E+00
  0.66497E+01  0.35306E+01  0.93269E+00
  0.66696E+01  0.35460E+01  0.93450E+00
  0.66895E+01  0.35615E+01  0.93631E+00
  0.67094E+01  0.35770E+01  0.93812E+00
  0.67293E+01  0.35925E+01  0.93994E+00
  0.67493E+01  0.36081E+01  0.94175E+00
  0.67693E+01  0.36237E+01  0.94356E+00
  0.67893E+01  0.36393E+01  0.94537E+00
  0.68093E+01  0.36550E+01  0.94719E+00
  0.68294E+01  0.36707E+01  0.94900E+00
  0.68495E+01  0.36864E+01  0.95081E+00
  0.68697E+01  0.37021E+01  0.95262E+00
  0.68899E+01  0.37179E+01  0.95444E+00
  0.69101E+01  0.37337E+01  0.95625E+00
  0.69303E+01  0.37495E+01  0.95806E+00
  0.69506E+01  0.37654E+01  0.95988E+00
  0.69709E+01  0.37813E+01  0.96169E+00
  0.69912E+01  0.37972E+01  0.96350E+00
  0.70116E+01  0.38132E+01  0.96531E+00
